ArticleTitle,Question,Answer
Antwerp,Antwerp is to the east of what river?,Antwerp is to the east of the Scheldt river
Antwerp,Antwerp is to the east of what river?,NULL
Antwerp,How many municipalities does Antwerp have?,"None, Antwerp is a municipality."
Antwerp,How many municipalities does Antwerp have?,NULL
Arabic_language,"Pronouns in which location are marked for person , number and gender?",NULL
Arabic_language,Can syllables begin with a vowel?,no
Arabic_language,Are calligraphers held in great esteem?,Yes
Arabic_language,Have many European languages borrowed numerous words from it?,yes
Arabic_language,Are the most active in Damascus and Cairo?,(bad question)
Arabic_language,Do arabs consider literary Arabic?,(bad question)
Arabic_language,Was Arabic vehicle in science?,NULL
Arabic_language,Is it true that the sociolinguistic situation of Arabic provides a prime example of the linguistic phenomenon?,NULL
Arabic_language,The sociolinguistic situation of Arabic provides a prime example of what?,the linguistic phenomenon of diglossia
Arabic_language,Is arabic source of vocabulary?,NULL
Arabic_language,Is arabic language of the Qur an?,NULL
Arabic_language,Is it true that most speak Arabic as their native language?,NULL
Arabic_language,"Are pronouns in Literary Arabic marked for person , number and gender ?",yes
Arabic_language,"However , are non-human plural nouns grammatically considered to be feminine singular ?",yes
Arabic_language,Is Arabic a Central Semitic language?,Yes
Arabic_language,Is Arabic a Central Semitic language?,NULL
Arabic_language,Was Arabic a major vehicle of culture in Europe?,Yes
Arabic_language,Was Arabic a major vehicle of culture in Europe?,NULL
Arabic_language,Is Arabic classified alongside Semitic languages?,Yes
Arabic_language,Is Arabic classified alongside Semitic languages?,NULL
Arabic_language,How many people speak the Arabic language?,280 million people.
Arabic_language,How many people speak the Arabic language?,NULL
Arabic_language,When was Arabic calligraphy invented?,Many styles were developed after 786.
Arabic_language,When was Arabic calligraphy invented?,NULL
Arabic_language,Where is Arabic spoken?,The Middle East and North Africa
Arabic_language,Where is Arabic spoken?,NULL
Arabic_language,Why is Arabic related to Islam?,Arabic is the liturgical language of Islam
Arabic_language,Why is Arabic related to Islam?,NULL
Arabic_language,Why does Arabic heavily influence European languages?,"Arabic was a major vehicle of culture in Europe, and the Arab and European civilizations are geographically close."
Arabic_language,Why does Arabic heavily influence European languages?,NULL
Arabic_language,"How do you say ""black"" in Arabic?",NULL
Arabic_language,Is Arabic the largest member of the Semitic language family?,yes
Arabic_language,Is Arabic the largest member of the Semitic language family?,yes
Arabic_language,Does Modern Standard Arabic continue to evolve like other languages?,yes
Arabic_language,Does Modern Standard Arabic continue to evolve like other languages?,yes
Arabic_language,Is Hassaniya Arabic spoken in Mauritania?,yes
Arabic_language,Is Hassaniya Arabic spoken in Mauritania?,Yes
Arabic_language,What is the only variety of modern Arabic that has acquired official language status?,maltese
Arabic_language,What is the only variety of modern Arabic that has acquired official language status?,Maltese
Arabic_language,Egyptian Arabic is spoken by how many in Egypt?,76 million
Arabic_language,Egyptian Arabic is spoken by how many in Egypt?,76 million
Arabic_language,Where are the Western Arabic numerals used?,North Africa
Arabic_language,Where are the Western Arabic numerals used?,present-day North Africa
Arabic_language,The most active Academies of Arabic Language are found where?,damascus and cairo
Arabic_language,Hassan Massoudy is a master of what genre?,Hassan Massoudy
Arabic_language,Hassan Massoudy is a master of what genre?,Arabic calligraphy
Bee,Is a bee an insect?,yes
Bee,Are bees related to ants?,yes
Bee,Have managed populations of European honey bees experienced substantial declines?,yes
Bee,Where do bees live?,in colonies
Bee,When do bumblebee colonies reach peak population?,mid to late summer
Bee,What do people commonly call cleptoparasitic bees?,cuckoo bees
Bee,How did vespoid wasps evolve?,from predatory ancestors
Bee,What do humans use bees for?,honey
Bee,Why do honey bee queens continue to lay eggs during the foraging season?,to replace daily casualties
beetle,Are beetles insects?,Yes
beetle,Are beetles insects?,Yes
beetle,Can beetles be found in polar regions?,No
beetle,Can beetles be found in polar regions?,No
beetle,Do beetles antennae function primarily as organs of smell?,Yes
beetle,Do beetles antennae function primarily as organs of smell?,Yes
beetle,What are the three sections of a beetle?,"the head, the thorax, and the abdomen"
beetle,What are the three sections of a beetle?,"The head, the thorax, and the abdomen"
beetle,Which defense mechanism uses colour or shape to deceive potential enemies?,mimicry
beetle,Which defense mechanism uses colour or shape to deceive potential enemies?,Mimicry
beetle,Which type of beetle is a pest of potato plants?,Colorado potato beetle
beetle,Which type of beetle is a pest of potato plants?,Colorado potato beetle
beetle,How can beetle larvae be differentiated from other insect larvae?,"their hardened, often darkened head, the presence of chewing mouthparts, and spiracles along the sides of the body"
beetle,How can beetle larvae be differentiated from other insect larvae?,"By their hardened, often darkened head, the presence of chewing mouthparts, and spiracles along the sides of the body"
beetle,What do beetles eat?,"Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet."
beetle,What do beetles eat?,"They often feed on plants and fungi, break down animal and plant debris, and eat other invertebrates"
beetle,What are the similarities between beetles and grasshoppers?,mouthparts
beetle,What are the similarities between beetles and grasshoppers?,Beetles have mouthparts similar to those of grasshoppers
beetle,Are certain species of beetles considered pests?,Yes
beetle,Are certain species of beetles considered pests?,yes
beetle,Is a beetle's general anatomy uniform?,Yes
beetle,Is a beetle's general anatomy uniform?,yes
beetle,Are beetles endopterygotes?,yes
beetle,Are beetles endopterygotes?,yes
beetle,How many species of beetles are there?,"3,50,000"
beetle,How many species of beetles are there?,"about 350,000"
beetle,When are sperm cells transferred to the female?,during pairing
beetle,When are sperm cells transferred to the female?,During pairing
beetle,What is the study of beetles called?,coleopterology
beetle,What is the study of beetles called?,coleopterology
beetle,"Is it possible that there are more than 350,000 species of beetles?",yes
beetle,"Is it possible that there are more than 350,000 species of beetles?",yes
beetle,Is the Adephaga suborder larger than the Polyphaga suborder?,no
beetle,Is the Adephaga suborder larger than the Polyphaga suborder?,yes
beetle,Do carrion beetles eat dung?,no
beetle,Do carrion beetles eat dung?,no
beetle,What are prey of various animals including birds and mammals?,Beetles.
beetle,What was given by Aristotle for the hardened shield like forewings?,"The name ""Coleoptera""."
beetle,Who or what vary greatly in form within the coleoptera?,Antennae.
beetle,Are many beetles territorial?,Yes.
beetle,Are beetles endopterygotes with complete metamorphosis?,Yes.
beetle,Oxygen is what?,One kind of gas obtained via a tracheal system.
beetle,Is there a thriving industry in the collection of beetle specimens for amateur and professional collectors ?,Yes.
beetle,Have coleopterists formed organisations to facilitate the study of beetles ?,Yes.
beetle,"Is the study of beetles called coleopterology , and its practitioners are coleopterists ?",Yes.
beetle,May a single female lay from several dozen to several thousand eggs during her lifetime ?,Yes.
beetle,Can beetles be found in almost all habitats?,Yes.
beetle,What happened on plants and fungi?,They are food to beetles.
Beijing,"Does Beijing mean ""northern capital""?",yes
Beijing,Are the caves of Dragon Bone Hill near the village of Zhoukoudian in Fangshan District?,yes
Beijing,Are hutongs disappearing?,yes
Beijing,When did Beijing host the Olympic Games?,2008
Beijing,When was the An Shi Rebellion launched?,in 755 AD
Beijing,"In 1949, where did Communist forces enter without a fight?",Beiping
Beijing,When did Yuan Shikai die?,1916
Beijing,Where does air pollution in Beijing come from?,surrounding cities and provinces
Beijing,"As of August 1st, 2006, how many trains stop daily at the Beijing Railway Station or the Beijing West Railway Station?",167
Beijing,What is the name of a university (or similar institution for imparting higher education) in Beijing?,Tsinghua University
Beijing,Are famous middle  schools  in Beijing :?,Yes
Berlin,Is Berlin the capital city of Germany?,Berlin is the capital city of Germany.
Berlin,Is Berlin the capital city of Germany?,yes
Berlin,Is Berlin the largest city in Germany?,Berlin is Germany's largest city.
Berlin,Is Berlin the largest city in Germany?,yes
Berlin,Is Schloss Charlottenburg the largest existing palace in Berlin?,Schloss Charlottenburg is the largest existing palace in Berlin. 
Berlin,Is Schloss Charlottenburg the largest existing palace in Berlin?,yes
Berlin,Which building is the site of the German parliament?,The Reichstag building is the site of the German parliament. 
Berlin,Which building is the site of the German parliament?,The Reichstag building
Berlin,Which two sports events did the Olympiastadion host?,The Olympiastadion hosted the 1936 Summer Olympics and the 2006 FIFA World Cup final. 
Berlin,Which two sports events did the Olympiastadion host?,the 1936 Summer Olympics and the 2006 FIFA World Cup final
Berlin,Where is the Berliner Dom located?,The Berliner Dom is located on the Spree Island across from the site of the Berliner Stadtschloss and adjacent to the Lustgarten.
Berlin,Where is the Berliner Dom located?,on the Spree Island
Berlin,Which Berlin building did architect Norman Foster remodel in the 1990s?,The Reichstag building was remodeled by architect Norman Foster in the 1990s.
Berlin,Which Berlin building did architect Norman Foster remodel in the 1990s?,Reichstag building
Berlin,"Why is Vattenfall shifting towards reliance on cleaner, renewable energy sources?","Because burning lignite produces harmful emissions, Vattenfall has announced a commitment to shift towards reliance on cleaner, renewable energy sources."
Berlin,"Why is Vattenfall shifting towards reliance on cleaner, renewable energy sources?",Because burning lignite produces harmful emissions
Berlin,What are the names of the two zoos in Berlin?,The two zoos in Berlin are the Zoologischer Garten Berlin and the Tierpark Friedrichsfelde.
Berlin,What are the names of the two zoos in Berlin?,Zoologischer Garten Berlin and Tierpark Friedrichsfelde
Berlin,Is Berlin the headquarters of Springer?,"Yes, Berlin is the headquarters of Springer."
Berlin,Is Berlin the headquarters of Springer?,NULL
Berlin,Does the Gendarmenmarkt border the French Cathedral?,"Yes, the Gendarmenmarkt borders the French Cathedral."
Berlin,Does the Gendarmenmarkt border the French Cathedral?,NULL
Berlin,Is the Nauen plain north of Berlin?,"No, the Nauen plain stretches to the west of Berlin."
Berlin,Is the Nauen plain north of Berlin?,NULL
Berlin,Where is the bust of Queen Nefertiti?,The bust of Queen Nefertiti is in the Altes Museum.
Berlin,Where is the bust of Queen Nefertiti?,NULL
Berlin,Where does the German President live?,"The German President lives west of the center, Schloss Bellevue."
Berlin,Where does the German President live?,NULL
Berlin,When did Berlin give up its status as a free Hanseatic city?,In 1451 Berlin gave up its status as a free Hanseatic city.
Berlin,When did Berlin give up its status as a free Hanseatic city?,NULL
Berlin,Which is the busiest airport in Berlin?,Tegel International Airport is the busiest airport in Berlin.
Berlin,Which is the busiest airport in Berlin?,NULL
Berlin,How many occupation zones was Germany divided into after the war?,Germany was divided into four occupation zones after the war.
Berlin,How many occupation zones was Germany divided into after the war?,NULL
Berlin,Where was Popkomm held before moving to Berlin?,Popkomm was held in Cologne before moving to Berlin.
Berlin,Where was Popkomm held before moving to Berlin?,NULL
Blaise_Pascal,Was Blaise Pascal a mathematician of the first order?,yes
Blaise_Pascal,Was Blaise Pascal a mathematician of the first order?,yes
Blaise_Pascal,Could Blaise Pascal move without crutches?,He could move without crutches until a paralytic attack in 1647.
Blaise_Pascal,Could Blaise Pascal move without crutches?,no
Blaise_Pascal,Has the name Pascal been given to the SI unit of pressure?,yes
Blaise_Pascal,Has the name Pascal been given to the SI unit of pressure?,yes
Blaise_Pascal,From what did Pascal suffer throughout his life?,ill health
Blaise_Pascal,From what did Pascal suffer throughout his life?,poor health
Blaise_Pascal,What did Pascal argue was as perfect as possible?,the procedure used in geometry 
Blaise_Pascal,What did Pascal argue was as perfect as possible?,the procedure used in geometry
Blaise_Pascal,What is the best physician?,Time
Blaise_Pascal,Who was the eldest sibling?,Gilberte
Blaise_Pascal,"Aside from the Provincial Letters' religious influence, were they popular as a literary work?",yes
